iter	Passed	Remaining
1665	48589	563210
1666	48618	563177
1667	48645	563132
1668	48674	563100
1669	48704	563081
1670	48736	563079
1671	48763	563027
1672	48792	562996
1673	48821	562967
1674	48849	562924
1675	48880	562908
1676	48911	562904
1677	48941	562883
1678	48971	562864
1679	48998	562814
1680	49029	562806
1681	49061	562812
1682	49089	562764
1683	49117	562721
1684	49147	562697
1685	49175	562661
1686	49206	562657
1687	49238	562653
1688	49267	562620
1689	49298	562614
1690	49330	562618
1691	49357	562569
1692	49386	562531
1693	49414	562485
1694	49443	562455
1695	49472	562430
1696	49503	562417
1697	49532	562384
1698	49560	562342
1699	49589	562315
1700	49617	562272
1701	49645	562227
1702	49675	562205
1703	49702	562159
1704	49732	562134
1705	49764	562139
1706	49793	562112
1707	49823	562086
1708	49853	562068
1709	49883	562050
1710	49913	562027
1711	49942	562000
1712	49973	561986
1713	50002	561958
1714	50030	561917
1715	50058	561877
1716	50088	561853
1717	50116	561813
1718	50145	561782
1719	50177	561785
1720	50208	561773
1721	50238	561759
1722	50268	561734
1723	50297	561709
1724	50325	561667
1725	50359	561682
1726	50389	561662
1727	50421	561663
1728	50449	561628
1729	50480	561612
1730	50511	561605
1731	50541	561583
1732	50571	561571
1733	50600	561532
1734	50628	561489
1735	50657	561466
1736	50686	561431
1737	50715	561396
1738	50745	561377
1739	50774	561351
1740	50803	561321
1741	50833	561300
1742	50863	561282
1743	50891	561241
1744	50919	561196
1745	50948	561161
1746	50979	561156
1747	51010	561147
1748	51037	561093
1749	51066	561056
1750	51094	561020
1751	51124	560993
1752	51154	560974
1753	51183	560942
1754	51211	560904
1755	51245	560922
1756	51274	560900
1757	51302	560854
1758	51335	560866
1759	51365	560850
1760	51397	560851
1761	51427	560830
1762	51458	560814
1763	51487	560787
1764	51517	560763
1765	51545	560725
1766	51575	560704
1767	51605	560683
1768	51633	560637
1769	51660	560592
1770	51690	560571
1771	51717	560513
1772	51747	560495
1773	51776	560461
1774	51807	560453
1775	51838	560443
1776	51868	560422
1777	51896	560385
1778	51923	560327
1779	51952	560300
1780	51981	560268
1781	52012	560260
1782	52040	560218
1783	52068	560176
1784	52098	560150
1785	52128	560132
1786	52157	560106
1787	52187	560079
1788	52215	560043
1789	52245	560014
1790	52276	560013
1791	52306	559985
1792	52333	559932
1793	52362	559909
1794	52392	559884
1795	52423	559876
1796	52455	559875
1797	52484	559848
1798	52516	559848
1799	52545	559808
1800	52575	559790
1801	52605	559768
1802	52632	559724
1803	52661	559693
1804	52690	559657
1805	52721	559650
1806	52751	559626
1807	52781	559607
1808	52808	559552
1809	52840	559556
1810	52870	559536
1811	52901	559528
1812	52931	559503
1813	52959	559456
1814	52987	559415
1815	53018	559406
1816	53046	559365
1817	53073	559318
1818	53103	559296
1819	53129	559235
1820	53159	559216
1821	53190	559198
1822	53221	559186
1823	53249	559150
1824	53277	559107
1825	53304	559059
1826	53335	559047
1827	53361	558987
1828	53389	558938
1829	53417	558895
1830	53445	558853
1831	53474	558827
1832	53503	558797
1833	53534	558782
1834	53565	558772
1835	53596	558759
1836	53625	558732
1837	53656	558724
1838	53686	558698
1839	53714	558657
1840	53743	558627
1841	53774	558614
1842	53803	558586
1843	53832	558560
1844	53861	558529
1845	53892	558514
1846	53921	558487
1847	53951	558466
1848	53979	558418
1849	54011	558425
1850	54040	558389
1851	54068	558351
1852	54099	558335
1853	54127	558297
1854	54156	558263
1855	54186	558244
1856	54220	558260
1857	54250	558239
1858	54280	558219
1859	54311	558215
1860	54341	558194
1861	54371	558170
1862	54401	558149
1863	54431	558130
1864	54459	558090
1865	54491	558081
1866	54519	558041
1867	54550	558038
1868	54579	557999
1869	54608	557973
1870	54637	557940
1871	54666	557905
1872	54694	557869
1873	54725	557851
1874	54756	557841
1875	54786	557818
1876	54815	557788
1877	54846	557778
1878	54875	557748
1879	54904	557718
1880	54932	557679
1881	54962	557654
1882	54989	557605
1883	55018	557572
1884	55047	557544
1885	55078	557526
1886	55106	557487
1887	55135	557454
1888	55164	557427
1889	55195	557412
1890	55227	557410
1891	55256	557381
1892	55286	557360
1893	55316	557336
1894	55347	557328
1895	55377	557313
1896	55406	557274
1897	55431	557210
1898	55461	557185
1899	55489	557148
1900	55518	557115
1901	55549	557097
1902	55579	557080
1903	55608	557046
1904	55638	557028
1905	55669	557017
1906	55698	556986
1907	55725	556937
1908	55755	556909
1909	55785	556890
1910	55815	556866
1911	55843	556831
1912	55874	556819
1913	55904	556793
1914	55931	556742
1915	55960	556713
1916	55990	556695
1917	56021	556677
1918	56049	556639
1919	56079	556619
1920	56110	556602
1921	56140	556584
1922	56169	556555
1923	56201	556554
1924	56231	556530
1925	56260	556496
1926	56291	556489
1927	56322	556475
1928	56349	556430
1929	56380	556412
1930	56408	556374
1931	56438	556352
1932	56469	556344
1933	56499	556314
1934	56528	556286
1935	56558	556269
1936	56588	556243
1937	56617	556214
1938	56647	556187
1939	56673	556131
1940	56702	556097
1941	56730	556059
1942	56759	556030
1943	56789	556005
1944	56820	555992
1945	56851	555985
1946	56880	555950
1947	56909	555919
1948	56942	555929
1949	56972	555907
1950	57002	555885
1951	57031	555847
1952	57059	555810
1953	57088	555781
1954	57120	555775
1955	57152	555779
1956	57179	555720
1957	57207	555682
1958	57236	555654
1959	57270	555672
1960	57300	555643
1961	57328	555604
1962	57358	555584
1963	57387	555554
1964	57416	555524
1965	57447	555509
1966	57477	555486
1967	57507	555464
1968	57538	555453
1969	57566	555419
1970	57595	555386
1971	57627	555377
1972	57654	555329
1973	57683	555301
1974	57714	555285
1975	57745	555276
1976	57776	555261
1977	57805	555230
1978	57838	555236
1979	57871	555240
1980	57898	555192
1981	57926	555153
1982	57956	555131
1983	57984	555090
1984	58013	555055
1985	58042	555031
1986	58073	555011
1987	58102	554988
1988	58132	554961
1989	58161	554933
1990	58191	554904
1991	58220	554873
1992	58248	554835
1993	58277	554803
1994	58308	554794
1995	58337	554757
1996	58363	554703
1997	58394	554685
1998	58425	554676
1999	58455	554654
2000	58484	554625
2001	58512	554585
2002	58542	554560
2003	58570	554515
2004	58598	554483
2005	58629	554466
2006	58659	554444
2007	58688	554411
2008	58715	554363
2009	58742	554314
2010	58772	554287
2011	58802	554271
2012	58831	554239
2013	58859	554193
2014	58891	554191
2015	58922	554180
2016	58951	554152
2017	58979	554111
2018	59009	554090
2019	59037	554046
2020	59067	554024
2021	59100	554028
2022	59130	554011
2023	59158	553966
2024	59187	553932
2025	59219	553929
2026	59247	553895
2027	59275	553849
2028	59303	553814
2029	59333	553787
2030	59363	553769
2031	59392	553740
2032	59422	553713
2033	59453	553700
2034	59486	553702
2035	59514	553670
2036	59544	553641
2037	59573	553616
2038	59601	553573
2039	59632	553556
2040	59663	553546
2041	59692	553515
2042	59722	553488
2043	59751	553458
2044	59782	553444
2045	59812	553424
2046	59844	553423
2047	59871	553371
2048	59908	553417
2049	59939	553403
2050	59972	553408
2051	60003	553393
2052	60033	553376
2053	60061	553331
2054	60092	553321
2055	60122	553297
2056	60152	553274
2057	60181	553247
2058	60210	553213
2059	60239	553177
2060	60269	553156
2061	60297	553116
2062	60325	553076
2063	60354	553045
2064	60384	553024
2065	60417	553028
2066	60445	552987
2067	60478	552987
2068	60507	552962
2069	60536	552927
2070	60566	552908
2071	60597	552895
2072	60626	552858
2073	60656	552840
2074	60686	552818
2075	60717	552808
2076	60746	552776
2077	60776	552746
2078	60802	552693
2079	60831	552664
2080	60861	552641
2081	60890	552608
2082	60920	552580
2083	60948	552547
2084	60979	552532
2085	61009	552507
2086	61039	552483
2087	61070	552467
2088	61099	552443
2089	61130	552427
2090	61159	552395
2091	61188	552365
2092	61216	552321
2093	61245	552293
2094	61274	552257
2095	61306	552255
2096	61335	552226
2097	61364	552189
2098	61395	552177
2099	61424	552150
2100	61453	552117
2101	61482	552089
2102	61513	552067
2103	61540	552020
2104	61569	551991
2105	61599	551964
2106	61626	551921
2107	61655	551889
2108	61685	551865
2109	61717	551857
2110	61751	551871
2111	61780	551843
2112	61809	551811
2113	61839	551788
2114	61870	551772
2115	61900	551748
2116	61931	551735
2117	61960	551705
2118	61989	551677
2119	62018	551641
2120	62051	551648
2121	62080	551616
2122	62109	551584
2123	62140	551566
2124	62171	551558
2125	62203	551548
2126	62233	551525
2127	62263	551509
2128	62293	551484
2129	62321	551439
2130	62354	551447
2131	62385	551430
2132	62414	551404
2133	62445	551386
2134	62474	551354
2135	62504	551329
2136	62536	551329
2137	62568	551319
2138	62598	551299
2139	62626	551261
2140	62655	551228
2141	62686	551210
2142	62720	551223
2143	62750	551202
2144	62778	551166
2145	62809	551148
2146	62838	551121
2147	62866	551075
2148	62896	551053
2149	62925	551018
2150	62954	550994
2151	62983	550961
2152	63012	550926
2153	63042	550905
2154	63070	550866
2155	63102	550855
2156	63131	550825
2157	63159	550782
2158	63189	550761
2159	63218	550731
2160	63249	550721
2161	63278	550691
2162	63309	550675
2163	63338	550643
2164	63368	550620
2165	63401	550619
2166	63431	550598
2167	63461	550571
2168	63492	550559
2169	63521	550529
2170	63548	550484
2171	63577	550448
2172	63607	550428
2173	63640	550427
2174	63671	550412
2175	63700	550379
2176	63730	550359
2177	63763	550359
2178	63792	550333
2179	63826	550342
2180	63858	550332
2181	63887	550303
2182	63916	550274
2183	63943	550224
2184	63973	550199
2185	64001	550159
2186	64029	550116
2187	64059	550096
2188	64087	550053
2189	64116	550027
2190	64147	550015
2191	64174	549965
2192	64205	549946
2193	64231	549889
2194	64260	549862
2195	64289	549824
2196	64317	549790
2197	64345	549748
2198	64379	549754
2199	64407	549717
2200	64437	549693
2201	64466	549661
2202	64495	549628
2203	64524	549599
2204	64553	549566
2205	64583	549545
2206	64614	549528
2207	64643	549498
2208	64672	549469
2209	64703	549454
2210	64732	549423
2211	64761	549388
2212	64790	549358
2213	64819	549325
2214	64847	549289
2215	64876	549254
2216	64903	549204
2217	64933	549178
2218	64960	549138
2219	64989	549106
2220	65021	549097
2221	65049	549055
2222	65077	549018
2223	65107	548989
2224	65135	548951
2225	65165	548926
2226	65194	548894
2227	65222	548859
2228	65252	548837
2229	65285	548835
2230	65313	548801
2231	65346	548795
2232	65375	548769
2233	65405	548745
2234	65435	548717
2235	65464	548687
2236	65494	548666
2237	65524	548640
2238	65552	548600
2239	65580	548564
2240	65610	548536
2241	65641	548528
2242	65671	548504
2243	65699	548465
2244	65730	548448
2245	65761	548428
2246	65790	548402
2247	65821	548387
2248	65853	548378
2249	65883	548353
2250	65910	548305
2251	65939	548275
2252	65969	548250
2253	65999	548226
2254	66028	548201
2255	66056	548157
2256	66084	548119
2257	66113	548089
2258	66144	548068
2259	66172	548030
2260	66199	547985
2261	66230	547965
2262	66259	547940
2263	66286	547892
2264	66316	547867
2265	66345	547835
2266	66376	547818
2267	66406	547793
2268	66436	547773
2269	66464	547734
2270	66494	547705
2271	66522	547667
2272	66552	547644
2273	66580	547605
2274	66610	547584
2275	66640	547561
2276	66667	547513
2277	66697	547486
2278	66727	547460
2279	66754	547418
2280	66784	547392
2281	66814	547369
2282	66843	547340
2283	66873	547313
2284	66902	547282
2285	66932	547259
2286	66963	547244
2287	66992	547211
2288	67023	547199
2289	67052	547167
2290	67083	547151
2291	67115	547146
2292	67142	547096
2293	67172	547070
2294	67202	547046
2295	67231	547020
2296	67261	546993
2297	67289	546957
2298	67320	546938
2299	67350	546911
2300	67380	546892
2301	67406	546832
2302	67434	546792
2303	67466	546788
2304	67494	546752
2305	67522	546712
2306	67552	546689
2307	67582	546659
2308	67611	546631
2309	67640	546600
2310	67669	546571
2311	67699	546542
2312	67728	546515
2313	67759	546497
2314	67788	546463
2315	67818	546440
2316	67849	546426
2317	67880	546412
2318	67909	546378
2319	67938	546349
2320	67967	546318
2321	67998	546300
2322	68027	546269
2323	68057	546246
2324	68088	546228
2325	68118	546206
2326	68147	546179
2327	68176	546147
2328	68206	546121
2329	68236	546099
2330	68266	546074
2331	68294	546033
2332	68324	546007
2333	68354	545982
2334	68383	545952
2335	68413	545928
2336	68441	545889
2337	68473	545886
2338	68501	545847
2339	68532	545827
2340	68567	545841
2341	68598	545829
2342	68626	545791
2343	68656	545763
2344	68685	545730
2345	68716	545717
2346	68745	545690
2347	68776	545671
2348	68807	545653
2349	68838	545640
2350	68870	545636
2351	68900	545609
2352	68929	545575
2353	68960	545562
2354	68988	545525
2355	69020	545514
2356	69049	545483
2357	69078	545452
2358	69110	545441
2359	69140	545418
2360	69167	545367
2361	69197	545343
2362	69227	545322
2363	69259	545314
2364	69289	545289
2365	69321	545281
2366	69351	545258
2367	69381	545233
2368	69409	545199
2369	69439	545175
2370	69469	545148
2371	69500	545137
2372	69529	545101
2373	69558	545067
2374	69586	545029
2375	69616	545008
2376	69646	544984
2377	69679	544985
2378	69709	544960
2379	69738	544925
2380	69771	544927
2381	69801	544904
2382	69829	544862
2383	69860	544849
2384	69890	544820
2385	69923	544821
2386	69951	544781
2387	69978	544739
2388	70007	544708
2389	70036	544671
2390	70067	544659
2391	70099	544648
2392	70131	544642
2393	70164	544641
2394	70191	544591
2395	70221	544565
2396	70249	544529
2397	70279	544502
2398	70306	544457
2399	70336	544435
2400	70377	544496
2401	70404	544446
2402	70436	544438
2403	70465	544409
2404	70495	544382
2405	70524	544352
2406	70554	544324
2407	70580	544275
2408	70610	544249
2409	70638	544209
2410	70667	544175
2411	70698	544158
2412	70727	544127
2413	70754	544083
2414	70783	544048
2415	70815	544041
2416	70845	544021
2417	70876	544003
2418	70904	543966
2419	70933	543933
2420	70965	543924
2421	70995	543894
2422	71024	543867
2423	71054	543843
2424	71084	543818
2425	71115	543804
2426	71142	543756
2427	71171	543720
2428	71199	543687
2429	71230	543667
2430	71262	543656
2431	71290	543620
2432	71320	543596
2433	71350	543567
2434	71380	543545
2435	71411	543529
2436	71445	543533
2437	71473	543494
2438	71501	543460
2439	71529	543418
2440	71559	543392
2441	71588	543365
2442	71618	543339
2443	71650	543330
2444	71680	543304
2445	71711	543290
2446	71740	543260
2447	71771	543237
2448	71803	543235
2449	71830	543188
2450	71858	543149
2451	71889	543127
2452	71918	543097
2453	71949	543080
2454	71979	543053
2455	72009	543034
2456	72038	542998
2457	72065	542951
2458	72094	542925
2459	72121	542878
2460	72154	542870
2461	72182	542837
2462	72210	542798
2463	72241	542778
2464	72271	542756
2465	72299	542715
2466	72328	542683
2467	72358	542655
2468	72386	542622
2469	72414	542580
2470	72444	542558
2471	72473	542522
2472	72502	542491
2473	72531	542458
2474	72560	542433
2475	72591	542412
2476	72619	542377
2477	72650	542360
2478	72677	542311
2479	72709	542298
2480	72741	542288
2481	72769	542256
2482	72799	542228
2483	72829	542205
2484	72857	542163
2485	72887	542137
2486	72917	542114
2487	72946	542085
2488	72974	542042
2489	73002	542009
2490	73034	541999
2491	73062	541960
2492	73093	541939
2493	73123	541918
2494	73153	541894
2495	73184	541875
2496	73216	541863
2497	73246	541839
2498	73274	541803
2499	73302	541766
2500	73335	541761
2501	73362	541719
2502	73391	541682
2503	73423	541672
2504	73455	541662
2505	73485	541640
2506	73516	541621
2507	73545	541591
2508	73575	541569
2509	73602	541520
2510	73633	541505
2511	73661	541461
2512	73690	541435
2513	73720	541406
2514	73748	541370
2515	73779	541349
2516	73808	541322
2517	73839	541303
2518	73868	541270
2519	73898	541244
2520	73927	541216
2521	73955	541179
2522	73985	541150
2523	74017	541146
2524	74049	541132
2525	74080	541115
2526	74109	541083
2527	74139	541058
2528	74169	541032
2529	74196	540990
2530	74228	540976
2531	74255	540934
2532	74284	540903
2533	74313	540870
2534	74342	540841
2535	74371	540809
2536	74401	540782
2537	74430	540752
2538	74458	540714
2539	74488	540686
2540	74520	540678
2541	74550	540652
2542	74578	540614
2543	74606	540572
2544	74636	540546
2545	74666	540527
2546	74694	540488
2547	74723	540451
2548	74751	540415
2549	74780	540384
2550	74813	540381
2551	74842	540349
2552	74871	540321
2553	74902	540297
2554	74931	540270
2555	74963	540255
2556	74994	540240
2557	75022	540204
2558	75051	540171
2559	75082	540151
2560	75113	540138
2561	75142	540108
2562	75172	540078
2563	75199	540035
2564	75229	540007
2565	75257	539971
2566	75285	539928
2567	75313	539890
2568	75342	539862
2569	75374	539853
2570	75404	539827
2571	75435	539807
2572	75461	539754
2573	75490	539724
2574	75519	539695
2575	75552	539687
2576	75582	539665
2577	75611	539633
2578	75639	539597
2579	75668	539562
2580	75699	539548
2581	75728	539511
2582	75757	539484
2583	75788	539463
2584	75815	539418
2585	75845	539393
2586	75874	539366
2587	75904	539335
2588	75933	539309
2589	75962	539273
2590	75990	539239
2591	76019	539206
2592	76048	539175
2593	76079	539152
2594	76108	539120
2595	76136	539088
2596	76166	539058
2597	76195	539027
2598	76225	539004
2599	76255	538980
2600	76286	538959
2601	76316	538939
2602	76348	538923
2603	76378	538905
2604	76409	538885
2605	76439	538856
2606	76468	538828
2607	76497	538796
2608	76523	538746
2609	76551	538705
2610	76580	538675
2611	76610	538651
2612	76639	538618
2613	76667	538582
2614	76695	538543
2615	76724	538511
2616	76753	538478
2617	76784	538458
2618	76813	538430
2619	76844	538408
2620	76873	538376
2621	76902	538346
2622	76932	538321
2623	76963	538302
2624	76993	538281
2625	77023	538255
2626	77052	538222
2627	77080	538185
2628	77110	538163
2629	77140	538135
2630	77170	538111
2631	77200	538083
2632	77228	538049
2633	77258	538023
2634	77288	537997
2635	77319	537977
2636	77350	537964
2637	77380	537937
2638	77408	537901
2639	77438	537875
2640	77470	537860
2641	77497	537818
2642	77524	537773
2643	77554	537749
2644	77582	537711
2645	77613	537695
2646	77642	537659
2647	77672	537633
2648	77703	537618
2649	77732	537588
2650	77763	537566
2651	77792	537535
2652	77821	537502
2653	77853	537492
2654	77883	537466
2655	77912	537439
2656	77942	537413
2657	77970	537376
2658	78001	537353
2659	78033	537345
2660	78063	537318
2661	78092	537291
2662	78120	537253
2663	78153	537244
2664	78181	537207
2665	78215	537209
2666	78242	537167
2667	78272	537138
2668	78300	537104
2669	78330	537074
2670	78358	537040
2671	78388	537016
2672	78418	536986
2673	78446	536947
2674	78474	536909
2675	78503	536879
2676	78531	536842
2677	78559	536800
2678	78586	536758
2679	78615	536725
2680	78643	536685
2681	78673	536663
2682	78704	536644
2683	78733	536617
2684	78764	536597
2685	78795	536578
2686	78823	536539
2687	78853	536511
2688	78879	536461
2689	78909	536440
2690	78940	536419
2691	78968	536379
2692	78996	536343
2693	79028	536328
2694	79059	536313
2695	79090	536296
2696	79118	536257
2697	79149	536236
2698	79179	536214
2699	79209	536188
2700	79240	536170
2701	79269	536140
2702	79298	536107
2703	79327	536077
2704	79358	536057
2705	79388	536036
2706	79418	536011
2707	79446	535970
2708	79476	535945
2709	79505	535916
2710	79535	535887
2711	79566	535871
2712	79596	535843
2713	79625	535814
2714	79654	535781
2715	79685	535764
2716	79713	535728
2717	79742	535695
2718	79771	535660
2719	79800	535631
2720	79829	535603
2721	79856	535552
2722	79884	535515
2723	79915	535497
2724	79945	535470
2725	79974	535444
2726	80003	535408
2727	80031	535372
2728	80061	535346
2729	80090	535317
2730	80120	535289
2731	80149	535257
2732	80178	535230
2733	80212	535230
2734	80243	535210
2735	80273	535186
2736	80302	535151
2737	80330	535119
2738	80359	535085
2739	80391	535074
2740	80422	535052
2741	80449	535011
2742	80481	534997
2743	80508	534951
2744	80537	534923
2745	80569	534912
2746	80596	534868
2747	80625	534831
2748	80653	534795
2749	80683	534769
2750	80712	534738
2751	80744	534726
2752	80775	534708
2753	80804	534676
2754	80837	534671
2755	80866	534639
2756	80894	534604
2757	80924	534578
2758	80954	534553
2759	80983	534522
2760	81012	534489
2761	81044	534474
2762	81072	534437
2763	81101	534407
2764	81129	534372
