iter	MAE	RMSE
21855	2.866048759	4.077670954
21860	2.865973513	4.077558929
21865	2.865871943	4.077416382
21870	2.865794836	4.077318435
21875	2.865719855	4.07720653
21880	2.865665614	4.077128404
21885	2.865600471	4.077033581
21890	2.865534531	4.07692832
21895	2.865470983	4.076840667
21900	2.865404245	4.07675262
21905	2.865314375	4.076622437
21910	2.865210944	4.076473466
21915	2.865120808	4.076341056
21920	2.865039978	4.076225341
21925	2.86498095	4.076147196
21930	2.86490145	4.076016472
21935	2.864805198	4.075862129
21940	2.864729154	4.075742617
21945	2.864659491	4.075635106
21950	2.864564835	4.075488838
21955	2.864498097	4.075393063
21960	2.864414873	4.075267404
21965	2.864335639	4.075160271
21970	2.86425667	4.075037998
21975	2.864163343	4.074903063
21980	2.864089958	4.074793441
21985	2.863993972	4.074639313
21990	2.863924309	4.074524463
21995	2.863842149	4.074401257
22000	2.86375547	4.07428366
22005	2.86367464	4.074163449
22010	2.863614815	4.074078738
22015	2.863536909	4.07396583
22020	2.863468044	4.073869237
22025	2.863391468	4.073765983
22030	2.863334834	4.073676695
22035	2.863277934	4.073582444
22040	2.863213323	4.073506337
22045	2.863133556	4.073388322
22050	2.863080113	4.073302811
22055	2.863009386	4.073206332
22060	2.862939989	4.073096273
22065	2.862862616	4.07299522
22070	2.86279375	4.072884632
22075	2.862708666	4.072763858
22080	2.862650702	4.072666191
22085	2.862597791	4.072600904
22090	2.862519087	4.072476857
22095	2.862457401	4.072388976
22100	2.862381357	4.072278895
22105	2.862293082	4.072153662
22110	2.862210391	4.072036131
22115	2.862151895	4.071945107
22120	2.862078776	4.071831879
22125	2.862010177	4.071731055
22130	2.861913659	4.071595619
22135	2.861860215	4.071513727
22140	2.861799593	4.071426741
22145	2.861724612	4.071313107
22150	2.861650961	4.071215797
22155	2.861598049	4.071139384
22160	2.861528121	4.071027701
22165	2.861457926	4.070915232
22170	2.861381616	4.070808507
22175	2.861301849	4.070699297
22180	2.861230325	4.070607982
22185	2.861131946	4.070451475
22190	2.861069728	4.070358586
22195	2.861006181	4.070270138
22200	2.860927478	4.070157647
22205	2.860837076	4.070015756
22210	2.86076635	4.069912405
22215	2.860700941	4.069818328
22220	2.860627556	4.06971654
22225	2.860538217	4.069586524
22230	2.860468023	4.069474276
22235	2.86039836	4.069369212
22240	2.860332419	4.069278259
22245	2.860271797	4.069175412
22250	2.860187776	4.069065636
22255	2.860114391	4.068951282
22260	2.860055629	4.068860973
22265	2.860004579	4.068780465
22270	2.859941563	4.06869159
22275	2.859866051	4.0685669
22280	2.859793729	4.068466649
22285	2.859741349	4.068393845
22290	2.859673813	4.068294897
22295	2.859609734	4.068196077
22300	2.859540071	4.068094509
22305	2.859465622	4.067992024
22310	2.859393832	4.067894635
22315	2.859312205	4.067774366
22320	2.859233236	4.067659061
22325	2.85915214	4.067552774
22330	2.859087529	4.06746008
22335	2.859014675	4.067358233
22340	2.858936504	4.067244355
22345	2.858877211	4.067157538
22350	2.858809941	4.067052284
22355	2.858707042	4.066901131
22360	2.858645356	4.066799008
22365	2.858575427	4.066693352
22370	2.858489279	4.066564417
22375	2.858431316	4.066479155
22380	2.858370959	4.066389576
22385	2.858306082	4.066307972
22390	2.858222593	4.066180071
22395	2.858138306	4.066054127
22400	2.858085129	4.06596807
22405	2.858004032	4.065844213
22410	2.857935699	4.065744679
22415	2.857843436	4.065622646
22420	2.85776686	4.065508327
22425	2.857678053	4.065392434
22430	2.857625939	4.065307279
22435	2.857561328	4.065226046
22440	2.857495919	4.065130814
22445	2.857429181	4.065032964
22450	2.857348085	4.064912479
22455	2.857268584	4.064801018
22460	2.857210621	4.064707869
22465	2.857139894	4.064593263
22470	2.857057469	4.064477213
22475	2.856988604	4.064374768
22480	2.85691123	4.064246937
22485	2.856838377	4.064136242
22490	2.856763928	4.064018479
22495	2.856707294	4.063924789
22500	2.856617955	4.063803617
22505	2.856547494	4.063691209
22510	2.856501496	4.06361845
22515	2.856434226	4.063518993
22520	2.856379187	4.06342202
22525	2.856295432	4.063305414
22530	2.85624252	4.063222047
22535	2.856178707	4.063127423
22540	2.856100802	4.063007928
22545	2.856024757	4.062909634
22550	2.855953233	4.062812516
22555	2.855876923	4.062697856
22560	2.855801677	4.062590784
22565	2.855722708	4.062484495
22570	2.855642675	4.062364458
22575	2.855575672	4.062247036
22580	2.855495373	4.062133407
22585	2.855424381	4.062032866
22590	2.855340094	4.061899201
22595	2.855265645	4.06179512
22600	2.855191728	4.061700855
22605	2.855113557	4.061588651
22610	2.85506357	4.061504725
22615	2.854989121	4.06138898
22620	2.854914141	4.061281481
22625	2.85485405	4.061195454
22630	2.854781994	4.061076427
22635	2.854710204	4.060968134
22640	2.854645593	4.060888254
22645	2.854560243	4.060760575
22650	2.854483135	4.060653322
22655	2.854421449	4.06055759
22660	2.854347	4.060443782
22665	2.854283187	4.060354332
22670	2.854193848	4.060220349
22675	2.854110359	4.060091994
22680	2.854039899	4.059980794
22685	2.853963323	4.059853479
22690	2.853900839	4.059740962
22695	2.853840482	4.059656736
22700	2.853762045	4.059549453
22705	2.853696105	4.059465092
22710	2.853619529	4.059341953
22715	2.853535242	4.059213963
22720	2.853467706	4.059113219
22725	2.853391928	4.058990069
22730	2.853313757	4.058879493
22735	2.853232661	4.058749786
22740	2.853155021	4.058645361
22745	2.853072064	4.058500578
22750	2.853016493	4.058417112
22755	2.852932738	4.058284376
22760	2.85287185	4.058180333
22765	2.852784904	4.058032388
22770	2.852701681	4.057920082
22775	2.852629359	4.057816947
22780	2.852541084	4.057675411
22785	2.852462116	4.057545533
22790	2.852393782	4.057459427
22795	2.852301519	4.057312111
22800	2.85223611	4.057219053
22805	2.852181071	4.057136347
22810	2.852101039	4.057015104
22815	2.852025792	4.056887303
22820	2.851952939	4.056767494
22825	2.851879288	4.056654498
22830	2.851804839	4.056539532
22835	2.851716298	4.056407914
22840	2.851631479	4.056291369
22845	2.851572186	4.056218214
22850	2.851494813	4.056105072
22855	2.851415844	4.05600058
22860	2.851329696	4.055873795
22865	2.851258969	4.055771657
22870	2.851181064	4.055655487
22875	2.851110869	4.0555658
22880	2.851043866	4.05545854
22885	2.850978191	4.055365177
22890	2.850897361	4.055246896
22895	2.850841258	4.055163757
22900	2.850779306	4.055071568
22905	2.850688372	4.054954983
22910	2.850596641	4.054819904
22915	2.850535221	4.054724428
22920	2.850465026	4.054634721
22925	2.850392172	4.054511042
22930	2.850321712	4.054407033
22935	2.850241679	4.054275608
22940	2.850170953	4.054171462
22945	2.85011033	4.054082923
22950	2.850036148	4.053972082
22955	2.849971803	4.053892065
22960	2.849881134	4.053767313
22965	2.849806154	4.053655152
22970	2.849722665	4.053538658
22975	2.849647418	4.053436986
22980	2.849576426	4.053339116
22985	2.849515538	4.05324964
22990	2.849448002	4.053147829
22995	2.849382593	4.053046147
23000	2.84929937	4.052925437
23005	2.849230239	4.052814696
23010	2.849161108	4.052711169
23015	2.849066718	4.052580608
23020	2.849001841	4.052476287
23025	2.848927658	4.052373276
23030	2.848847891	4.052259763
23035	2.848775835	4.052139686
23040	2.848696601	4.052023018
23045	2.848652995	4.051952411
23050	2.848591575	4.051859755
23055	2.848526432	4.051761584
23060	2.848456237	4.051662755
23065	2.8483778	4.051571667
23070	2.848328611	4.051492127
23075	2.848263734	4.051393423
23080	2.848201516	4.051306923
23085	2.848125472	4.051183011
23090	2.848051821	4.051072878
23095	2.847984285	4.050964449
23100	2.847897605	4.050828581
23105	2.847820498	4.050720145
23110	2.847751366	4.050605143
23115	2.847684894	4.050491187
23120	2.847596353	4.050355565
23125	2.847507281	4.050225978
23130	2.847439745	4.050137484
23135	2.847379388	4.050035726
23140	2.847307332	4.049920048
23145	2.847231288	4.04981684
23150	2.847145938	4.049699317
23155	2.847082922	4.04957877
23160	2.847013525	4.049495252
23165	2.846934822	4.049373254
23170	2.846853461	4.049237332
23175	2.846793104	4.049149342
23180	2.846733279	4.049061612
23185	2.846666541	4.04896403
23190	2.846592358	4.048873932
23195	2.846496904	4.048737862
23200	2.846421391	4.048641717
23205	2.846371404	4.048565535
23210	2.846291372	4.048443509
23215	2.846225432	4.048339607
23220	2.846141145	4.04821416
23225	2.846064037	4.048091861
23230	2.845999958	4.047999379
23235	2.845933486	4.047906501
23240	2.845870736	4.047807708
23245	2.845801871	4.047711016
23250	2.845729283	4.047615372
23255	2.845657759	4.047500281
23260	2.845609899	4.047422764
23265	2.845548213	4.047335654
23270	2.845480677	4.047241446
23275	2.845413408	4.047150784
23280	2.845342681	4.047047112
23285	2.84527355	4.046942123
23290	2.845206546	4.046841205
23295	2.845140074	4.046738576
23300	2.845089821	4.046656576
23305	2.845002876	4.04653791
23310	2.844939594	4.046444604
23315	2.844869665	4.046338285
23320	2.844796014	4.046231174
23325	2.844727947	4.046131421
23330	2.844653764	4.046007877
23335	2.844596332	4.045923233
23340	2.844532253	4.045822552
23345	2.844460463	4.045728967
23350	2.844402233	4.045652862
23355	2.844337356	4.045551911
23360	2.84425759	4.045428743
23365	2.844183673	4.045330416
23370	2.844102311	4.045208162
23375	2.844035573	4.045110355
23380	2.843973621	4.04500742
23385	2.843916189	4.044916182
23390	2.843853705	4.044821918
23395	2.843786169	4.044723839
23400	2.843719697	4.044634304
23405	2.843655884	4.044531751
23410	2.843594198	4.044443658
23415	2.843523205	4.044350698
23420	2.843461519	4.044254317
23425	2.843386007	4.044138473
23430	2.843330968	4.044057867
23435	2.84327327	4.043974103
23440	2.843190844	4.043846548
23445	2.843119852	4.043750549
23450	2.843035034	4.043620356
23455	2.84297255	4.043524747
23460	2.842885604	4.043406384
23465	2.842823918	4.043302878
23470	2.842750267	4.043188322
23475	2.84269124	4.043100726
23480	2.842607485	4.042993662
23485	2.842564677	4.042914085
23490	2.84249847	4.042816486
23495	2.842420831	4.04269876
23500	2.842351966	4.042590501
23505	2.842283898	4.042497761
23510	2.842205461	4.042386997
23515	2.842137394	4.042262286
23520	2.842061084	4.042160593
23525	2.841990889	4.042053109
23530	2.841923885	4.0419497
23535	2.841865921	4.041862077
23540	2.841801842	4.041757085
23545	2.841717556	4.04162446
23550	2.841657199	4.04153183
23555	2.841587802	4.041427619
23560	2.841508567	4.041314325
23565	2.841434916	4.041197739
23570	2.841364721	4.041084703
23575	2.841305428	4.040983901
23580	2.84124773	4.040889019
23585	2.841179929	4.040793609
23590	2.841103619	4.040673586
23595	2.841039008	4.040577381
23600	2.840972536	4.04046788
23605	2.840882133	4.040333502
23610	2.840802101	4.040214913
23615	2.840736426	4.040109746
23620	2.840676867	4.040019846
23625	2.840608534	4.039909014
23630	2.840514941	4.039760136
23635	2.840459902	4.039684972
23640	2.840391037	4.039578212
23645	2.840316057	4.039467368
23650	2.840253307	4.039376005
23655	2.840171945	4.039258836
23660	2.840114779	4.039167863
23665	2.840063462	4.039082155
23670	2.839991938	4.038964978
23675	2.839926796	4.03886149
23680	2.83983985	4.03873983
23685	2.83977391	4.038643973
23690	2.83971568	4.038570763
23695	2.839641497	4.038451727
23700	2.839585395	4.038367452
23705	2.839517327	4.03825381
23710	2.839436763	4.038128575
23715	2.839374279	4.038043898
23720	2.839302223	4.037945787
23725	2.839212353	4.037802105
23730	2.839127268	4.037678964
23735	2.839066912	4.037576629
23740	2.839005757	4.037482326
23745	2.838913494	4.037346267
23750	2.838844097	4.037247743
23755	2.838789058	4.037164892
23760	2.838736678	4.037079272
23765	2.838666483	4.036976132
23770	2.838590439	4.036866797
23775	2.838528753	4.036776956
23780	2.838445264	4.036642455
23785	2.838379855	4.036543914
23790	2.838295835	4.036423764
23795	2.838224311	4.036295443
23800	2.838157838	4.03619584
23805	2.838076211	4.036080687
23810	2.838007345	4.035972777
23815	2.837925718	4.035832319
23820	2.837851003	4.035707537
23825	2.837780808	4.03562215
23830	2.837707955	4.035517655
23835	2.837650257	4.035420931
23840	2.837584317	4.035301803
23845	2.837518908	4.035192423
23850	2.837441269	4.035082117
23855	2.837357248	4.034951513
23860	2.837292903	4.034845945
23865	2.837232546	4.0347612
23870	2.837169264	4.034664326
23875	2.837116353	4.03458129
23880	2.837030736	4.034458446
23885	2.836970646	4.034360643
23890	2.836899122	4.034237528
23895	2.836831586	4.034126933
23900	2.836769102	4.034023058
23905	2.836690665	4.033928144
23910	2.836631903	4.033831383
23915	2.836565165	4.033724995
23920	2.836503745	4.033621505
23925	2.83643036	4.03351498
23930	2.836352189	4.033404233
23935	2.836292098	4.033315897
23940	2.836228019	4.033229141
23945	2.836153038	4.03311931
23950	2.836106773	4.033036242
23955	2.836025943	4.032920866
23960	2.835952026	4.032814059
23965	2.835912941	4.032740875
23970	2.835845405	4.032647777
23975	2.835783453	4.032547688
23980	2.835728414	4.032468564
23985	2.835658485	4.032366757
23990	2.835575794	4.032238834
23995	2.835493368	4.032118292
24000	2.835417324	4.032013178
24005	2.835365476	4.031937605
24010	2.835296079	4.031824045
24015	2.835224821	4.031709427
24020	2.835157817	4.031595861
24025	2.835083102	4.031489941
24030	2.835002538	4.031351966
24035	2.834928887	4.031238917
24040	2.834848057	4.031138529
24045	2.834773608	4.03101967
24050	2.834708199	4.030926268
24055	2.834636675	4.030831018
24060	2.83457685	4.030738535
24065	2.834498413	4.030630087
24070	2.834432473	4.030546704
24075	2.834383815	4.030463715
24080	2.834316811	4.030358822
24085	2.834243692	4.030249308
24090	2.834192641	4.03018307
24095	2.83412803	4.030083447
24100	2.834059697	4.029982635
24105	2.833997213	4.029889605
24110	2.833938452	4.029793143
24115	2.833868523	4.029690871
24120	2.83380338	4.02958675
24125	2.833723879	4.029480514
24130	2.833676551	4.029398823
24135	2.833612472	4.029289678
24140	2.833526324	4.029170105
24145	2.833449482	4.029054619
24150	2.833389923	4.028944277
24155	2.833335416	4.028865743
24160	2.833253522	4.028755528
24165	2.833188911	4.028648611
24170	2.833121376	4.02855093
24175	2.833063146	4.028480836
24180	2.833001726	4.028373911
24185	2.83293419	4.028273056
24190	2.832859741	4.028163353
24195	2.832776252	4.028028828
24200	2.832696486	4.027908953
24205	2.832623632	4.027784321
24210	2.832554501	4.02769705
24215	2.83249122	4.027601855
24220	2.832427141	4.027509167
24225	2.832346576	4.027392049
24230	2.832269734	4.027268193
24235	2.832205655	4.02716665
24240	2.832146362	4.027077253
24245	2.832071913	4.026967782
24250	2.831996401	4.026846554
24255	2.831930992	4.026745132
24260	2.831854151	4.026633143
24265	2.831767737	4.02650583
24270	2.831710039	4.02642738
24275	2.831635856	4.026319873
24280	2.831573372	4.026224513
24285	2.831481906	4.02608279
24290	2.831405596	4.025977519
24295	2.831342581	4.025885321
24300	2.83127797	4.025791669
24305	2.83121522	4.025678728
24310	2.831149014	4.025579919
24315	2.831088125	4.025481504
24320	2.831022451	4.025375159
24325	2.830968741	4.025288761
24330	2.830899344	4.025186111
24335	2.83082463	4.025075267
24340	2.830760285	4.024971819
24345	2.830696737	4.024896114
24350	2.830632126	4.024779845
24355	2.830557943	4.024674803
24360	2.830479506	4.024545711
24365	2.830417022	4.024453084
24370	2.830352411	4.024351734
24375	2.830289396	4.024257782
24380	2.830201653	4.024131583
24385	2.830142625	4.024038022
24390	2.830083864	4.02395133
24395	2.830018987	4.023850232
24400	2.829945336	4.023738162
24405	2.829869292	4.023623974
24410	2.82977889	4.023498945
24415	2.829726244	4.023416868
24420	2.829660037	4.023313377
24425	2.829596224	4.023222176
24430	2.829532411	4.023128858
24435	2.829475511	4.023035406
24440	2.829411166	4.022932963
24445	2.829356924	4.022859731
24450	2.82926599	4.022723309
24455	2.8292059	4.022618743
24460	2.829141023	4.022528187
24465	2.829075614	4.022436572
24470	2.829012864	4.022354341
24475	2.82894719	4.022248311
24480	2.828869285	4.022140956
24485	2.82879457	4.02203373
24490	2.828719058	4.021922931
24495	2.828652054	4.021835533
24500	2.828581859	4.021736629
24505	2.828520173	4.021649095
24510	2.828447053	4.021541195
24515	2.828381113	4.021443077
24520	2.828310653	4.02132327
24525	2.828239129	4.021223693
24530	2.82815431	4.021094622
24535	2.828092624	4.021006016
24540	2.828038649	4.020917143
24545	2.827961541	4.020811075
24550	2.827895069	4.020712675
24555	2.827826469	4.020602766
24560	2.827749628	4.020489415
24565	2.827686346	4.020389684
24570	2.827597805	4.02026601
24575	2.827543564	4.020168523
24580	2.827473901	4.020054233
24585	2.827397857	4.019935046
24590	2.827327928	4.019834508
24595	2.827258531	4.019721003
24600	2.827175574	4.019610141
24605	2.827116813	4.019526926
24610	2.82703678	4.019408517
24615	2.826976955	4.019324901
24620	2.826911812	4.019224745
24625	2.826853583	4.019136362
24630	2.826787377	4.019033026
24635	2.826720904	4.018931407
24640	2.826657889	4.018832299
24645	2.826604445	4.018743775
24650	2.826536112	4.018648765
24655	2.826460334	4.01853827
24660	2.826394393	4.018435977
24665	2.826313031	4.018328256
24670	2.826232733	4.018214179
24675	2.826181682	4.018135038
24680	2.826124782	4.018049675
24685	2.826056449	4.017968016
24690	2.826002207	4.017880664
24695	2.825944244	4.01778206
24700	2.825855171	4.017656187
24705	2.825779659	4.017531635
24710	2.825726481	4.01746029
24715	2.825633952	4.017326994
24720	2.825579179	4.01725088
24725	2.825497285	4.017106988
24730	2.825423102	4.016998039
24735	2.825352641	4.016891338
24740	2.825288562	4.016798535
24745	2.825220761	4.016694211
24750	2.825150034	4.016578235
24755	2.82507984	4.016472979
24760	2.825022142	4.016387713
24765	2.824937058	4.016272654
24770	2.82487484	4.016170435
24775	2.824829639	4.0160943
24780	2.824751999	4.015981616
24785	2.824685793	4.015886408
24790	2.824614269	4.015792655
24795	2.824546467	4.015695721
24800	2.824485844	4.015606466
24805	2.824430806	4.015508203
24810	2.824349975	4.015384643
24815	2.824271804	4.015274853
24820	2.824211447	4.015181748
24825	2.82415827	4.015099103
24830	2.824074515	4.01497116
24835	2.823994748	4.014845994
24840	2.823927212	4.014737117
24845	2.823846914	4.014620421
24850	2.823780708	4.014528095
24855	2.823704132	4.014411261
24860	2.823625163	4.014292701
24865	2.823549916	4.014174933
24870	2.823474404	4.014060473
24875	2.823402348	4.013967737
24880	2.823333483	4.013860028
24885	2.823268872	4.013774574
24890	2.823193892	4.013672689
24895	2.823116784	4.013561527
24900	2.823033561	4.013434595
24905	2.822976129	4.013335882
24910	2.822899819	4.013217158
24915	2.822832549	4.013109561
24920	2.822765545	4.013015478
24925	2.822700668	4.012935041
24930	2.822628878	4.012830618
24935	2.822560811	4.012735998
24940	2.822498859	4.012635942
24945	2.822423612	4.012523824
24950	2.822356076	4.012420715
24955	2.822278703	4.012314554
24960	2.822208508	4.012201102
24965	2.822118106	4.012072006
24970	2.822034617	4.011942375
24975	2.821968145	4.011854097
24980	2.821908586	4.011756803
24985	2.82185142	4.011666797
24990	2.821786809	4.011570162
24995	2.82171236	4.011456025
25000	2.821650674	4.011361903
25005	2.821568248	4.011231322
25010	2.821471997	4.011101001
25015	2.821409513	4.01100064
25020	2.821340382	4.010897756
25025	2.821261679	4.010782805
25030	2.821194143	4.010680314
25035	2.821131128	4.010586704
25040	2.821073164	4.010510595
25045	2.821016529	4.010413136
25050	2.8209583	4.010337952
25055	2.82089236	4.010234256
25060	2.82082509	4.010132281
25065	2.820767658	4.010045024
25070	2.820699856	4.009934292
25075	2.820607061	4.009784434
25080	2.820519052	4.009650088
25085	2.820445401	4.009530061
25090	2.820385044	4.009440403
25095	2.820312988	4.009328594
25100	2.820256088	4.009232432
25105	2.820198922	4.009145023
25110	2.820111179	4.008997921
25115	2.820045504	4.008890344
25120	2.819972385	4.008777457
25125	2.819910699	4.008697334
25130	2.819840238	4.008580595
25135	2.819778286	4.00848614
25140	2.819726172	4.008404817
25145	2.819644278	4.008295367
25150	2.819579136	4.008195465
25155	2.819521704	4.00811281
25160	2.819454434	4.008011577
25165	2.819374135	4.007895349
25170	2.819297294	4.007781904
25175	2.819232948	4.007687563
25180	2.819169135	4.007582737
25185	2.819106917	4.007488126
25190	2.819030607	4.007366442
25195	2.818965996	4.007276736
25200	2.818879848	4.00714549
25205	2.81880407	4.007045959
25210	2.818732014	4.00693249
25215	2.818686016	4.006861752
25220	2.818626722	4.006774689
25225	2.818568493	4.006676741
25230	2.818512656	4.006593656
25235	2.818444855	4.006482961
25240	2.818377851	4.006384607
25245	2.81830739	4.006270589
25250	2.818249161	4.006180592
25255	2.818181891	4.006069355
25260	2.818113291	4.005951876
25265	2.81806038	4.0058632
25270	2.817992046	4.005754875
25275	2.817935412	4.005659955
25280	2.817858836	4.00555428
25285	2.817801936	4.005475287
25290	2.817754608	4.00538753
25295	2.817676702	4.005272952
25300	2.817598265	4.005166735
25305	2.817541365	4.005072199
25310	2.817474627	4.004983504
25315	2.817411345	4.004887105
25320	2.817353913	4.004803319
25325	2.817303926	4.004715149
25330	2.81724676	4.00463189
25335	2.817178427	4.004532429
25340	2.817132428	4.004457267
25345	2.817057714	4.004348505
25350	2.816988051	4.004241201
25355	2.81692344	4.004134559
25360	2.816848991	4.0040396
25365	2.816784646	4.003944507
25370	2.816725619	4.003847154
25375	2.816659412	4.003754314
25380	2.816597726	4.003665855
25385	2.816532318	4.003563979
25390	2.816452817	4.003450677
25395	2.816375177	4.003326081
25400	2.816314289	4.003226454
25405	2.81624117	4.003104508
25410	2.816172038	4.003012846
25415	2.8161053	4.002906304
25420	2.816037765	4.00279657
25425	2.815974483	4.002711278
25430	2.815902959	4.002608182
25435	2.815838348	4.002497643
25440	2.815756986	4.00237129
25445	2.815684133	4.002253702
25450	2.815631221	4.002176637
25455	2.815564483	4.002086549
25460	2.815490566	4.001966959
25465	2.815435261	4.001874076
25470	2.815378627	4.001783582
25475	2.815301785	4.001657472
25480	2.815245948	4.001579067
25485	2.815175754	4.001475144
25490	2.81511194	4.001389957
25495	2.815057965	4.001301579
25500	2.815000799	4.001219977
25505	2.814910929	4.001088799
25510	2.814846052	4.000994832
25515	2.81477506	4.00088252
25520	2.814707524	4.000778712
25525	2.814650358	4.000703612
25530	2.814574314	4.000598736
25535	2.814514489	4.000497713
25540	2.814447485	4.000384988
25545	2.814382874	4.000275584
25550	2.814318529	4.000170697
25555	2.814261629	4.000097048
25560	2.814174417	3.999955065
25565	2.814123101	3.999879418
25570	2.814055033	3.999784358
25575	2.813985636	3.999696875
25580	2.813921823	3.999587452
25585	2.813841525	3.999459678
25590	2.813764683	3.99934586
25595	2.813697679	3.999240284
25600	2.813630675	3.999131646
25605	2.813557821	3.999020745
25610	2.813491349	3.998925932
25615	2.813432588	3.998836302
25620	2.813365318	3.998738425
25625	2.813300707	3.998661293
25630	2.81323716	3.998558624
25635	2.813164306	3.998443052
25640	2.81310262	3.998345166
25645	2.813032957	3.998243553
25650	2.812981641	3.998164149
25655	2.812923145	3.998067054
25660	2.812844708	3.997953064
25665	2.812778502	3.997855831
25670	2.812706446	3.997748619
25675	2.812642633	3.997648055
25680	2.81259238	3.997582741
25685	2.812528566	3.997483769
25690	2.812462626	3.997395171
25695	2.812402003	3.997294599
25700	2.812342178	3.997195221
25705	2.812279961	3.99711726
25710	2.812206043	3.996989007
25715	2.812142496	3.996892416
25720	2.812092243	3.996812853
25725	2.812014338	3.996703883
25730	2.811957969	3.996613671
25735	2.811906919	3.996525853
25740	2.811845233	3.996436835
25745	2.811782749	3.996339964
25750	2.811735952	3.996264248
25755	2.811654325	3.99614342
25760	2.811598222	3.996048006
25765	2.811548767	3.995967361
25770	2.811485219	3.995879795
25775	2.811410771	3.995774526
25780	2.811342171	3.995667924
25785	2.811262405	3.995549872
25790	2.811207632	3.995455509
25795	2.811150997	3.995370726
25800	2.811087982	3.995287139
25805	2.811035602	3.995202885
25810	2.810964609	3.995113971
25815	2.810889895	3.99500176
25820	2.81082103	3.994883157
25825	2.810759078	3.994788378
25830	2.810684629	3.994668704
25835	2.810615764	3.994575917
25840	2.810555141	3.994491781
25845	2.810488935	3.994380218
25850	2.810415018	3.99426599
25855	2.810347748	3.994162676
25860	2.810285796	3.99407041
25865	2.810225439	3.993985997
25870	2.8101704	3.993899186
25875	2.810115627	3.993824756
25880	2.810051016	3.993722761
25885	2.809982949	3.993620632
25890	2.809901321	3.99350505
25895	2.809831924	3.993399852
25900	2.809764388	3.993306369
25905	2.809701638	3.993216481
25910	2.809626392	3.993088635
25915	2.809558324	3.99298316
25920	2.809492118	3.992873819
25925	2.809421126	3.992770602
25930	2.809363162	3.992696817
25935	2.809290575	3.992581342
25940	2.80922942	3.992488906
25945	2.809173849	3.992395269
25950	2.809119608	3.992315483
25955	2.809069621	3.992225572
25960	2.8090199	3.992137523
25965	2.808959809	3.99204601
25970	2.808880308	3.991926786
25975	2.808827397	3.991852718
25980	2.80877156	3.991758401
25985	2.808714926	3.991681
25990	2.808654037	3.991594538
25995	2.808592351	3.991506876
26000	2.808506203	3.99136925
26005	2.808427766	3.99126133
26010	2.808360496	3.991138485
26015	2.80829748	3.991038155
26020	2.808217448	3.990930227
26025	2.808168259	3.990856807
26030	2.808110029	3.990757269
26035	2.808052065	3.990663458
26040	2.80798772	3.990553654
26045	2.807898913	3.990413597
26050	2.807841747	3.990319778
26055	2.80776464	3.990193306
26060	2.807698167	3.990076825
26065	2.807632759	3.9899798
26070	2.807566553	3.989893701
26075	2.807516831	3.989808934
26080	2.807436799	3.989694574
26085	2.80737272	3.989583411
26090	2.807300398	3.989483841
26095	2.807243498	3.989392666
26100	2.807169049	3.989268831
26105	2.807112947	3.989186183
26110	2.807047804	3.989088469
26115	2.806973887	3.988995952
26120	2.806912201	3.9889053
26125	2.806846526	3.988816245
26130	2.806797603	3.988741453
26135	2.806721027	3.988631063
26140	2.806669178	3.988551335
26145	2.806600313	3.988452406
26150	2.806537829	3.988360141
26155	2.806486779	3.988271607
26160	2.806424029	3.988182805
26165	2.806365002	3.988093868
26170	2.80629853	3.987993594
26175	2.806208659	3.987853046
26180	2.806141124	3.987755033
26185	2.806084489	3.987672887
26190	2.806017485	3.987582738
26195	2.805952609	3.987486319
26200	2.805864599	3.987359223
26205	2.805806902	3.987284404
26210	2.805746811	3.987199048
26215	2.805679009	3.987095817
26220	2.805620248	3.98700979
26225	2.805551117	3.986884146
26230	2.805484645	3.986798647
26235	2.805412855	3.986690071
26240	2.805350637	3.986607103
26245	2.805296129	3.986519597
26250	2.805236039	3.986428488
26255	2.80517063	3.986319235
26260	2.805116123	3.98623826
26265	2.805042738	3.986138339
26270	2.804972809	3.986035481
26275	2.804894904	3.985924082
26280	2.804829495	3.985830291
26285	2.804759034	3.985721021
26290	2.804688308	3.985625224
26295	2.804628483	3.985528624
26300	2.804563872	3.985437092
26305	2.804499793	3.985349161
26310	2.804437841	3.985260961
26315	2.804369773	3.985156479
26320	2.804308885	3.985061335
26325	2.804250655	3.984967924
26330	2.804193489	3.984868373
26335	2.804124092	3.984777359
26340	2.804071978	3.984707029
26345	2.804005506	3.984604802
26350	2.803949935	3.984527395
26355	2.803885324	3.98443157
26360	2.803822043	3.984332939
26365	2.803753444	3.98421335
26370	2.803693619	3.984121254
26375	2.803630071	3.98402048
26380	2.803564397	3.983924108
26385	2.803498988	3.983814919
26390	2.80341736	3.983697184
26395	2.803350091	3.983593596
26400	2.803291329	3.983516303
26405	2.803220603	3.983399494
26410	2.803165564	3.983319528
26415	2.803099092	3.983215529
26420	2.803028897	3.983106588
26425	2.802967211	3.983010861
26430	2.802903929	3.982905787
26435	2.802843839	3.982814728
26440	2.802782152	3.982728608
26445	2.80272472	3.982639015
26450	2.802647613	3.98251537
26455	2.802601348	3.982430712
26460	2.802543384	3.982338441
26465	2.802480103	3.98223869
26470	2.802412035	3.982134263
26475	2.802349817	3.982041718
26480	2.802274837	3.981923263
26485	2.802212885	3.981822299
26490	2.802154655	3.981739497
26495	2.802080206	3.981614622
26500	2.802031283	3.981539161
26505	2.801960556	3.981428704
26510	2.801895148	3.981332537
